ID,Gender,Car_Owner,Property_Owner,Children,Annual_Income,Income_Type,Education,Marital_Status,Housing_Type,Mobile_ph,Work_ph,ph,Email_Id,Occupation_Type,Family_Members,Age,Work_Experience,Outcome
1174,M,Y,Y,2,270000,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Managers,4,47,1.547945205,0
1175,M,N,Y,0,380250,Commercial associate,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Managers,1,28,3.512328767,0
1176,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Security staff,2,49,10.69041096,0
1177,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,41,8.64109589,0
1178,M,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,50,4.216438356,0
1179,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Managers,1,58,0,0
1180,F,N,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,2,48,3.356164384,0
1181,M,Y,Y,0,72000,Working,Higher education,Married,House / apartment,1,0,0,0,Security staff,2,60,1.695890411,0
1182,F,N,N,2,81000,Working,Lower secondary,Single / not married,House / apartment,1,0,0,0,Sales staff,3,42,6.391780822,0
1183,F,N,N,0,171000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,2,57,0,0
1184,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,40,0.643835616,0
1185,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2,39,5.120547945,0
1186,F,Y,N,0,202500,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,2,54,19.97191781,0
1187,M,N,Y,1,292500,State servant,Higher education,Married,House / apartment,1,0,0,1,Core staff,3,46,9.630136986,0
1188,M,N,Y,2,360000,State servant,Higher education,Married,House / apartment,1,0,1,0,Managers,4,44,15.44931507,0
1189,F,N,Y,0,315000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,42,9.016438356,0
1190,F,Y,Y,1,380250,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,1,Laborers,3,46,1.115068493,0
1191,F,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,37,8.893150685,0
1192,M,N,Y,0,198000,Pensioner,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,2,68,0,0
1193,M,Y,N,1,202500,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,3,27,1.216438356,0
1194,M,N,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Drivers,1,29,0.619178082,0
1195,F,N,Y,1,166500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,3,55,19.97191781,0
1196,F,N,N,2,73350,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,4,39,19.36438356,0
1197,M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,3,33,5.268493151,0
1198,F,N,N,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,67,0,0
1199,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,59.66668844,0,0
1200,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Accountants,2,56,0,0
1201,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4,34,0.764383562,0
1202,F,N,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,2,62,6.120547945,0
1203,F,N,N,0,211500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,2,47,4.550684932,0
1204,M,N,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,45,3.994520548,0
1205,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,1,63,0,0
1206,M,Y,Y,0,225000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Core staff,1,48,0,0
1207,M,Y,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,34,2.454794521,0
1208,M,N,N,1,380250,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,3,35,3.638356164,0
1209,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,0,0,0,Laborers,1,52,1.835616438,0
1210,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,28,6.939726027,0
1211,F,N,N,0,247500,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2,39,19.97191781,0
1212,M,Y,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,38,4.265753425,0
1213,F,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,29,2.682191781,0
1214,M,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,61,0,0
1215,F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1,41,9.147945205,0
1216,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,27,5.139726027,0
1217,M,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,High skill tech staff,2,28,3.449315068,0
1218,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,1,0,Laborers,1,44,5.112328767,0
1219,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Private service staff,2,30,4.301369863,0
1220,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,48,0.643835616,0
1221,F,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Drivers,4,34,0.726027397,0
1222,F,N,Y,1,180000,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Drivers,3,52,0,0
1223,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,64,1.284931507,0
1224,M,N,N,1,247500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,2,38,5.123287671,0
1225,M,Y,N,2,360000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,4,44,6.95890411,0
1226,M,Y,N,1,193500,Working,Higher education,Married,House / apartment,1,1,1,0,Sales staff,3,49,10.95616438,0
1227,F,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Cooking staff,3,31,4.597260274,0
1228,F,N,Y,0,306000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,52,8.15890411,0
1229,F,N,Y,0,153000,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Drivers,1,60,0,0
1230,F,N,N,2,171000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,4,38,9.602739726,0
1231,F,N,N,0,112500,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Core staff,1,34,0.512328767,0
1232,M,Y,Y,0,360000,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,Managers,2,54,1.306849315,0
1233,M,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,41,3.934246575,0
1234,F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,52,0,0
1235,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Accountants,2,57,19.97191781,0
1236,F,N,N,0,315000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,1,Core staff,1,48,5.419178082,0
1237,F,N,Y,0,135000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,25,3.104109589,0
1238,M,N,N,2,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,39,9.684931507,0
1239,F,N,N,0,180000,State servant,Incomplete higher,Married,House / apartment,1,0,0,0,Core staff,2,28,8.178082192,0
1240,F,N,N,0,292500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,51,19.97191781,0
1241,F,N,Y,0,135000,Pensioner,Incomplete higher,Separated,House / apartment,1,0,0,0,Laborers,1,56,0,0
1242,M,N,N,1,225000,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,3,38,17.18630137,0
1243,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,58,0,0
1244,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Low-skill Laborers,2,54,11.74794521,0
1245,M,Y,N,0,292500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Drivers,1,38,4.180821918,0
1246,F,N,N,2,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,4,32,0.243835616,0
1247,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,56,18.98630137,0
1248,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,49,4.950684932,0
1249,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,42,8.610958904,0
1250,M,Y,N,2,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,4,40,10.54794521,0
1251,M,N,N,0,360000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,56,4.994520548,0
1252,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Drivers,1,67,0,0
1253,M,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,2,27,4.517808219,0
1254,F,N,Y,2,54000,Working,Higher education,Married,House / apartment,1,1,0,0,Cleaning staff,4,31,12.49315068,0
1255,F,N,N,1,76500,Working,Higher education,Married,House / apartment,1,1,1,0,Sales staff,3,44,2.150684932,0
1256,M,N,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,48,6.468493151,0
1257,F,N,Y,1,112500,State servant,Incomplete higher,Civil marriage,House / apartment,1,0,1,0,Secretaries,3,30,9.780821918,0
1258,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,57,0,0
1259,M,Y,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,30,6.435616438,0
1260,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,36,2.128767123,0
1261,F,Y,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,58,6.298630137,0
1262,F,N,N,0,67500,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Cooking staff,2,50,19.97191781,0
1263,M,Y,Y,0,190560.5083,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Managers,1,28,1.128767123,0
1264,M,N,N,1,202500,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,Laborers,2,23,2.032876712,0
1265,F,N,Y,2,58500,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,4,39,16.30136986,0
1266,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,58,1.271232877,0
1267,F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,Laborers,1,34,1.054794521,0
1268,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,42,6.780821918,0
1269,F,N,Y,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,Medicine staff,2,48,10.12054795,0
1270,F,Y,Y,0,144000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,37,5.619178082,0
1271,M,N,Y,0,112500,Commercial associate,Higher education,Married,House / apartment,1,1,0,1,Managers,2,59,2.21369863,0
1272,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,52,9.882191781,0
1273,F,N,Y,0,81000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Accountants,1,53,6.723287671,0
1274,F,N,N,2,193500,Working,Higher education,Married,With parents,1,1,1,0,Sales staff,4,41,19.97191781,0
1275,M,Y,Y,1,144000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Drivers,3,24,2.931506849,0
1276,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1,62,0,0
1277,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,3,47,3.032876712,0
1278,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,50,7.660273973,0
1279,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,42,1.75890411,0
1280,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Core staff,2,29,7.271232877,0
1281,F,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Private service staff,2,31,3.934246575,0
1282,F,N,Y,0,112500,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,2,33,10.96986301,0
1283,F,N,Y,1,112500,Working,Higher education,Married,House / apartment,1,0,1,0,Sales staff,3,37,6.046575342,0
1284,M,N,N,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,3,37,14.85479452,0
1285,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,62.00006,0,0
1286,M,Y,N,0,292500,Commercial associate,Higher education,Single / not married,House / apartment,1,1,1,0,Laborers,1,38,10.08219178,0
1287,M,Y,Y,1,380250,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,3,32,13.47123288,0
1288,F,N,Y,0,193500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,2,58,19.97191781,0
1289,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,49,15.40273973,0
1290,F,N,Y,2,115200,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,41,1.961643836,0
1291,F,Y,N,0,56250,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,58,0,0
1292,M,Y,Y,1,180000,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Medicine staff,3,41,4.016438356,0
1293,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,45,3.723287671,0
1294,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,3,28,0.857534247,0
1295,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,3,41,4.802739726,0
1296,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,44,15.97260274,0
1297,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,High skill tech staff,1,67,0,0
1298,M,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,45,4.594520548,0
1299,F,Y,N,0,295316.3571,Working,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Managers,1,31,8.432876712,0
1300,M,Y,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1,50,8.38630137,0
1301,M,N,Y,0,85500,State servant,Secondary / secondary special,Separated,Co-op apartment,1,1,1,0,Core staff,1,45,19.97191781,0
1302,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Drivers,1,61,0,0
1303,F,N,Y,0,270000,Working,Higher education,Married,House / apartment,1,0,0,1,Laborers,2,25,0.512328767,0
1304,F,N,Y,1,157500,Working,Secondary / secondary special,Separated,Municipal apartment,1,0,0,0,Sales staff,2,37,1.712328767,0
1305,F,N,Y,0,360000,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Core staff,2,63,0,0
1306,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,59,0,0
1307,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,59,0,0
1308,M,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,67,0,0
1309,F,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,High skill tech staff,1,43,3.783561644,0
1310,M,Y,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,25,0.843835616,0
1311,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,1,Medicine staff,1,32,2.553424658,0
1312,F,N,Y,0,202500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Medicine staff,1,64,14.89589041,0
1313,F,N,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,26,0.597260274,0
1314,M,Y,N,2,225000,State servant,Higher education,Married,With parents,1,0,0,0,High skill tech staff,4,30,4.216438356,0
1315,F,Y,N,0,108000,Working,Secondary / secondary special,Married,With parents,1,1,0,0,Sales staff,2,34,8.753424658,0
1316,F,N,Y,0,225000,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,1,53,5.635616438,0
1317,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,42,3.282191781,0
1318,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,3,51,4.035616438,0
1319,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,58,0,0
1320,F,Y,N,0,90000,Working,Higher education,Single / not married,House / apartment,1,1,1,0,Core staff,1,44,15.02191781,0
1321,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Low-skill Laborers,2,45,1.928767123,0
1322,F,N,Y,0,103500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,62,19.97191781,0
1323,F,Y,N,0,72000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Medicine staff,2,42,0.621917808,0
1324,F,Y,Y,0,135000,Working,Lower secondary,Married,House / apartment,1,0,1,0,High skill tech staff,2,45,1.704109589,0
1325,M,Y,Y,0,380250,Working,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Cooking staff,1,39,14.72054795,0
1326,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,38,19.52876712,0
1327,M,N,N,1,360000,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,3,30,1.284931507,0
1328,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Cleaning staff,2,52,18.52328767,0
1329,M,Y,Y,1,225000,State servant,Higher education,Married,House / apartment,1,0,1,0,Core staff,3,35,6.178082192,0
1330,F,N,Y,0,135000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,25,3.104109589,0
1331,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,59,0,0
1332,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,37,14.64383562,0
1333,M,Y,Y,0,380250,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,44,9.791780822,0
1334,F,N,Y,0,360000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Accountants,1,51,6.687671233,0
1335,M,N,Y,0,225000,State servant,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,25,0.449315068,0
1336,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,53,17.05753425,0
1337,F,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,46,11.4,0
1338,F,Y,N,0,95850,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,52,18.29589041,0
1339,F,N,Y,0,112500,Working,Higher education,Married,With parents,1,0,0,0,Core staff,2,26,2.260273973,0
1340,F,N,Y,0,126000,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,1,1,1,0,Laborers,2,29,5.545205479,0
1341,F,N,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,43,2.438356164,0
1342,F,N,Y,0,112500,Working,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,Core staff,2,25,4.797260274,0
1343,F,N,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,44,16.64383562,0
1344,M,N,N,0,225000,Working,Higher education,Single / not married,House / apartment,1,1,0,0,Sales staff,1,28,4.860273973,0
1345,M,Y,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,Managers,1,28,0.517808219,0
1346,F,N,Y,0,202500,Working,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Core staff,1,51,19.96712329,0
1347,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,64,0,0
1348,F,Y,Y,1,135000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,1,0,1,0,Drivers,3,31,1.879452055,0
1349,F,Y,Y,2,315000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,4,34,3.342465753,0
1350,F,N,N,1,380250,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Drivers,3,42,1.991780822,0
1351,F,N,Y,0,45000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,2,57,0,0
1352,F,Y,N,0,185400,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,40,8.846575342,0
1353,F,N,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,2,46,0.265753425,0
1354,F,Y,N,1,225000,Working,Higher education,Civil marriage,House / apartment,1,1,1,0,Core staff,3,37,2.684931507,0
1355,M,Y,Y,1,380250,Commercial associate,Incomplete higher,Civil marriage,Office apartment,1,0,0,0,Security staff,3,49,9.465753425,0
1356,F,N,Y,0,126000,Working,Higher education,Married,House / apartment,1,0,1,1,Core staff,2,28,1.260273973,0
1357,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,62,0,0
1358,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,3,45,10.12054795,0
1359,M,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,3,56,14.94246575,0
1360,F,N,Y,0,180000,Pensioner,Higher education,Married,House / apartment,1,0,1,0,High skill tech staff,2,55,0,0
1361,F,N,Y,0,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,56,19.97191781,0
1362,M,Y,Y,1,270000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,42,0,0
1363,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Security staff,2,47,15.08767123,0
1364,F,N,N,0,103500,Working,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,2,44,18.19178082,0
1365,F,N,Y,0,130500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,37,15.03561644,0
1366,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,55,0.605479452,0
1367,M,Y,N,2,112500,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,4,40,0.347945205,0
1368,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,65,0,0
1369,F,N,Y,1,202500,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Private service staff,3,44,19.97191781,0
1370,M,N,Y,0,67500,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Laborers,1,61,0,0
1371,F,Y,Y,1,189000,Working,Lower secondary,Married,House / apartment,1,0,0,1,Core staff,3,45,2.367123288,0
1372,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Secretaries,2,54,19.97191781,0
1373,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,2,50,14.21917808,0
1374,M,Y,Y,0,135000,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,Core staff,2,48,1.679452055,0
1375,F,Y,Y,0,166500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,33,8.556164384,0
1376,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,60,0,0
1377,M,Y,N,0,337500,State servant,Higher education,Married,With parents,1,1,1,0,Managers,2,28,4.526027397,0
1378,F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3,48,19.97191781,0
1379,F,Y,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,4,41,18.84657534,0
1380,F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,66,0,0
1381,M,Y,N,2,180000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,4,43,7.323287671,0
1382,F,Y,Y,1,112500,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,25,1.150684932,0
1383,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,36,2.128767123,0
1384,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2,39,5.120547945,0
1385,F,N,N,0,135000,Commercial associate,Higher education,Married,With parents,1,0,0,1,Core staff,2,42,1.131506849,0
1386,M,Y,Y,0,188613.2385,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1,39,2.936986301,0
1387,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2,46,15.78082192,0
1388,F,Y,Y,0,247500,Commercial associate,Higher education,Married,House / apartment,1,0,1,1,Managers,2,40,5.126027397,0
1389,F,N,Y,2,184500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,4,27,4.676712329,0
1390,F,N,Y,0,165600,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,High skill tech staff,1,59,0,0
1391,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,50,7.660273973,0
1392,F,N,N,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Medicine staff,1,58,0,0
1393,M,Y,N,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Core staff,2,27,5.375342466,0
